Fecha;Medida;Territorio;Valor;
12/08/2020;Confirmados PDIA 14 días;Málaga;804;
12/08/2020;Confirmados PDIA 14 días;Sevilla;367;
12/08/2020;Confirmados PDIA 7 días;Andalucía;1857;
12/08/2020;Confirmados PDIA 7 días;Almería;558;
12/08/2020;Confirmados PDIA 7 días;Cádiz;178;
12/08/2020;Confirmados PDIA 7 días;Córdoba;142;
12/08/2020;Confirmados PDIA 7 días;Granada;146;
12/08/2020;Confirmados PDIA 7 días;Huelva;30;
12/08/2020;Confirmados PDIA 7 días;Jaén;122;
12/08/2020;Confirmados PDIA 7 días;Málaga;491;
12/08/2020;Confirmados PDIA 7 días;Sevilla;190;
12/08/2020;Total confirmados ;Andalucía;22946;
12/08/2020;Total confirmados ;Almería;2463;
12/08/2020;Total confirmados ;Cádiz;1977;
12/08/2020;Total confirmados ;Córdoba;2188;
12/08/2020;Total confirmados ;Granada;3958;
12/08/2020;Total confirmados ;Huelva;624;
12/08/2020;Total confirmados ;Jaén;2169;
12/08/2020;Total confirmados ;Málaga;5852;
12/08/2020;Total confirmados ;Sevilla;3715;
12/08/2020;Hospitalizados;Andalucía;6618;
12/08/2020;Hospitalizados;Almería;364;
12/08/2020;Hospitalizados;Cádiz;623;
12/08/2020;Hospitalizados;Córdoba;578;
12/08/2020;Hospitalizados;Granada;1249;
12/08/2020;Hospitalizados;Huelva;227;
12/08/2020;Hospitalizados;Jaén;793;
12/08/2020;Hospitalizados;Málaga;1557;
12/08/2020;Hospitalizados;Sevilla;1227;
12/08/2020;Total UCI;Andalucía;803;
12/08/2020;Total UCI;Almería;57;
12/08/2020;Total UCI;Cádiz;84;
12/08/2020;Total UCI;Córdoba;78;
12/08/2020;Total UCI;Granada;140;
12/08/2020;Total UCI;Huelva;32;
12/08/2020;Total UCI;Jaén;92;
12/08/2020;Total UCI;Málaga;165;
12/08/2020;Total UCI;Sevilla;155;
12/08/2020;Fallecidos;Andalucía;1457;
12/08/2020;Fallecidos;Almería;55;
12/08/2020;Fallecidos;Cádiz;174;
12/08/2020;Fallecidos;Córdoba;117;
12/08/2020;Fallecidos;Granada;290;
12/08/2020;Fallecidos;Huelva;50;
12/08/2020;Fallecidos;Jaén;192;
12/08/2020;Fallecidos;Málaga;289;
12/08/2020;Fallecidos;Sevilla;290;
12/08/2020;Curados;Andalucía;16813;
12/08/2020;Curados;Almería;1308;
12/08/2020;Curados;Cádiz;1468;
12/08/2020;Curados;Córdoba;1746;
12/08/2020;Curados;Granada;2987;
12/08/2020;Curados;Huelva;493;
12/08/2020;Curados;Jaén;1804;
12/08/2020;Curados;Málaga;4054;
12/08/2020;Curados;Sevilla;2953;
11/08/2020;Confirmados PDIA;Andalucía;17762;
11/08/2020;Confirmados PDIA;Almería;2114;
11/08/2020;Confirmados PDIA;Cádiz;1623;
11/08/2020;Confirmados PDIA;Córdoba;1748;
11/08/2020;Confirmados PDIA;Granada;3126;
11/08/2020;Confirmados PDIA;Huelva;491;
11/08/2020;Confirmados PDIA;Jaén;1662;
11/08/2020;Confirmados PDIA;Málaga;3994;
11/08/2020;Confirmados PDIA;Sevilla;3004;
11/08/2020;Aumento;Andalucía;278;
11/08/2020;Aumento;Almería;91;
11/08/2020;Aumento;Cádiz;34;
11/08/2020;Aumento;Córdoba;23;
11/08/2020;Aumento;Granada;18;
11/08/2020;Aumento;Huelva;2;
11/08/2020;Aumento;Jaén;16;
11/08/2020;Aumento;Málaga;84;
11/08/2020;Aumento;Sevilla;10;
11/08/2020;Confirmados PDIA 14 días;Andalucía;2999;
11/08/2020;Confirmados PDIA 14 días;Almería;989;
11/08/2020;Confirmados PDIA 14 días;Cádiz;250;
11/08/2020;Confirmados PDIA 14 días;Córdoba;244;
11/08/2020;Confirmados PDIA 14 días;Granada;214;
11/08/2020;Confirmados PDIA 14 días;Huelva;54;
11/08/2020;Confirmados PDIA 14 días;Jaén;140;
11/08/2020;Confirmados PDIA 14 días;Málaga;752;
11/08/2020;Confirmados PDIA 14 días;Sevilla;356;
11/08/2020;Confirmados PDIA 7 días;Andalucía;1777;
11/08/2020;Confirmados PDIA 7 días;Almería;558;
11/08/2020;Confirmados PDIA 7 días;Cádiz;156;
11/08/2020;Confirmados PDIA 7 días;Córdoba;110;
11/08/2020;Confirmados PDIA 7 días;Granada;133;
11/08/2020;Confirmados PDIA 7 días;Huelva;26;
11/08/2020;Confirmados PDIA 7 días;Jaén;115;
11/08/2020;Confirmados PDIA 7 días;Málaga;475;
11/08/2020;Confirmados PDIA 7 días;Sevilla;204;
11/08/2020;Total confirmados ;Andalucía;22640;
11/08/2020;Total confirmados ;Almería;2387;
11/08/2020;Total confirmados ;Cádiz;1946;
11/08/2020;Total confirmados ;Córdoba;2150;
11/08/2020;Total confirmados ;Granada;3931;
11/08/2020;Total confirmados ;Huelva;617;
11/08/2020;Total confirmados ;Jaén;2159;
11/08/2020;Total confirmados ;Málaga;5772;
11/08/2020;Total confirmados ;Sevilla;3678;
11/08/2020;Hospitalizados;Andalucía;6601;
11/08/2020;Hospitalizados;Almería;358;
11/08/2020;Hospitalizados;Cádiz;622;
11/08/2020;Hospitalizados;Córdoba;575;
11/08/2020;Hospitalizados;Granada;1249;
11/08/2020;Hospitalizados;Huelva;227;
11/08/2020;Hospitalizados;Jaén;792;
11/08/2020;Hospitalizados;Málaga;1553;
11/08/2020;Hospitalizados;Sevilla;1225;
11/08/2020;Total UCI;Andalucía;801;
11/08/2020;Total UCI;Almería;55;
11/08/2020;Total UCI;Cádiz;84;
11/08/2020;Total UCI;Córdoba;78;
11/08/2020;Total UCI;Granada;140;
11/08/2020;Total UCI;Huelva;32;
11/08/2020;Total UCI;Jaén;92;
11/08/2020;Total UCI;Málaga;165;
11/08/2020;Total UCI;Sevilla;155;
11/08/2020;Fallecidos;Andalucía;1457;
11/08/2020;Fallecidos;Almería;55;
11/08/2020;Fallecidos;Cádiz;174;
11/08/2020;Fallecidos;Córdoba;117;
11/08/2020;Fallecidos;Granada;290;
11/08/2020;Fallecidos;Huelva;50;
11/08/2020;Fallecidos;Jaén;192;
11/08/2020;Fallecidos;Málaga;289;
11/08/2020;Fallecidos;Sevilla;290;
11/08/2020;Curados;Andalucía;16748;
11/08/2020;Curados;Almería;1296;
11/08/2020;Curados;Cádiz;1465;
11/08/2020;Curados;Córdoba;1733;
11/08/2020;Curados;Granada;2987;
11/08/2020;Curados;Huelva;493;
11/08/2020;Curados;Jaén;1802;
11/08/2020;Curados;Málaga;4049;
11/08/2020;Curados;Sevilla;2923;
10/08/2020;Confirmados PDIA;Andalucía;17484;
10/08/2020;Confirmados PDIA;Almería;2023;
10/08/2020;Confirmados PDIA;Cádiz;1589;
10/08/2020;Confirmados PDIA;Córdoba;1725;
10/08/2020;Confirmados PDIA;Granada;3108;
10/08/2020;Confirmados PDIA;Huelva;489;
10/08/2020;Confirmados PDIA;Jaén;1646;
10/08/2020;Confirmados PDIA;Málaga;3910;
10/08/2020;Confirmados PDIA;Sevilla;2994;
10/08/2020;Aumento;Andalucía;230;
10/08/2020;Aumento;Almería;45;
10/08/2020;Aumento;Cádiz;44;
10/08/2020;Aumento;Córdoba;13;
10/08/2020;Aumento;Granada;23;
10/08/2020;Aumento;Huelva;0;
10/08/2020;Aumento;Jaén;7;
10/08/2020;Aumento;Málaga;65;
10/08/2020;Aumento;Sevilla;33;
10/08/2020;Confirmados PDIA 14 días;Andalucía;2800;
10/08/2020;Confirmados PDIA 14 días;Almería;933;
10/08/2020;Confirmados PDIA 14 días;Cádiz;219;
10/08/2020;Confirmados PDIA 14 días;Córdoba;225;
10/08/2020;Confirmados PDIA 14 días;Granada;201;
10/08/2020;Confirmados PDIA 14 días;Huelva;52;
10/08/2020;Confirmados PDIA 14 días;Jaén;125;
10/08/2020;Confirmados PDIA 14 días;Málaga;693;
10/08/2020;Confirmados PDIA 14 días;Sevilla;352;
10/08/2020;Confirmados PDIA 7 días;Andalucía;1679;
10/08/2020;Confirmados PDIA 7 días;Almería;558;
10/08/2020;Confirmados PDIA 7 días;Cádiz;131;
10/08/2020;Confirmados PDIA 7 días;Córdoba;105;
10/08/2020;Confirmados PDIA 7 días;Granada;125;
10/08/2020;Confirmados PDIA 7 días;Huelva;25;
10/08/2020;Confirmados PDIA 7 días;Jaén;102;
10/08/2020;Confirmados PDIA 7 días;Málaga;423;
10/08/2020;Confirmados PDIA 7 días;Sevilla;210;
10/08/2020;Total confirmados ;Andalucía;22361;
10/08/2020;Total confirmados ;Almería;2296;
10/08/2020;Total confirmados ;Cádiz;1912;
10/08/2020;Total confirmados ;Córdoba;2127;
10/08/2020;Total confirmados ;Granada;3913;
10/08/2020;Total confirmados ;Huelva;615;
10/08/2020;Total confirmados ;Jaén;2143;
10/08/2020;Total confirmados ;Málaga;5688;
10/08/2020;Total confirmados ;Sevilla;3667;
10/08/2020;Hospitalizados;Andalucía;6586;
10/08/2020;Hospitalizados;Almería;352;
10/08/2020;Hospitalizados;Cádiz;620;
10/08/2020;Hospitalizados;Córdoba;573;
10/08/2020;Hospitalizados;Granada;1248;
10/08/2020;Hospitalizados;Huelva;227;
10/08/2020;Hospitalizados;Jaén;791;
10/08/2020;Hospitalizados;Málaga;1551;
10/08/2020;Hospitalizados;Sevilla;1224;
10/08/2020;Total UCI;Andalucía;797;
10/08/2020;Total UCI;Almería;53;
10/08/2020;Total UCI;Cádiz;84;
10/08/2020;Total UCI;Córdoba;78;
10/08/2020;Total UCI;Granada;140;
10/08/2020;Total UCI;Huelva;32;
10/08/2020;Total UCI;Jaén;92;
10/08/2020;Total UCI;Málaga;165;
10/08/2020;Total UCI;Sevilla;153;
10/08/2020;Fallecidos;Andalucía;1457;
10/08/2020;Fallecidos;Almería;55;
10/08/2020;Fallecidos;Cádiz;174;
10/08/2020;Fallecidos;Córdoba;117;
10/08/2020;Fallecidos;Granada;290;
10/08/2020;Fallecidos;Huelva;50;
10/08/2020;Fallecidos;Jaén;192;
10/08/2020;Fallecidos;Málaga;289;
10/08/2020;Fallecidos;Sevilla;290;
10/08/2020;Curados;Andalucía;16618;
10/08/2020;Curados;Almería;1198;
10/08/2020;Curados;Cádiz;1462;
10/08/2020;Curados;Córdoba;1731;
10/08/2020;Curados;Granada;2986;
10/08/2020;Curados;Huelva;492;
10/08/2020;Curados;Jaén;1802;
10/08/2020;Curados;Málaga;4046;
10/08/2020;Curados;Sevilla;2901;
09/08/2020;Confirmados PDIA;Andalucía;17254;
09/08/2020;Confirmados PDIA;Almería;1978;
09/08/2020;Confirmados PDIA;Cádiz;1545;
09/08/2020;Confirmados PDIA;Córdoba;1712;
09/08/2020;Confirmados PDIA;Granada;3085;
09/08/2020;Confirmados PDIA;Huelva;489;
09/08/2020;Confirmados PDIA;Jaén;1639;
09/08/2020;Confirmados PDIA;Málaga;3845;
09/08/2020;Confirmados PDIA;Sevilla;2961;
09/08/2020;Aumento;Andalucía;287;
09/08/2020;Aumento;Almería;100;
09/08/2020;Aumento;Cádiz;17;
09/08/2020;Aumento;Córdoba;15;
09/08/2020;Aumento;Granada;14;
09/08/2020;Aumento;Huelva;9;
09/08/2020;Aumento;Jaén;12;
09/08/2020;Aumento;Málaga;80;
09/08/2020;Aumento;Sevilla;40;
09/08/2020;Confirmados PDIA 14 días;Andalucía;2636;
09/08/2020;Confirmados PDIA 14 días;Almería;909;
09/08/2020;Confirmados PDIA 14 días;Cádiz;181;
09/08/2020;Confirmados PDIA 14 días;Córdoba;218;
09/08/2020;Confirmados PDIA 14 días;Granada;190;
09/08/2020;Confirmados PDIA 14 días;Huelva;53;
09/08/2020;Confirmados PDIA 14 días;Jaén;119;
09/08/2020;Confirmados PDIA 14 días;Málaga;639;
09/08/2020;Confirmados PDIA 14 días;Sevilla;327;
09/08/2020;Confirmados PDIA 7 días;Andalucía;1614;
09/08/2020;Confirmados PDIA 7 días;Almería;608;
09/08/2020;Confirmados PDIA 7 días;Cádiz;97;
09/08/2020;Confirmados PDIA 7 días;Córdoba;98;
09/08/2020;Confirmados PDIA 7 días;Granada;110;
09/08/2020;Confirmados PDIA 7 días;Huelva;26;
09/08/2020;Confirmados PDIA 7 días;Jaén;96;
09/08/2020;Confirmados PDIA 7 días;Málaga;387;
09/08/2020;Confirmados PDIA 7 días;Sevilla;192;
09/08/2020;Total confirmados ;Andalucía;22131;
09/08/2020;Total confirmados ;Almería;2251;
09/08/2020;Total confirmados ;Cádiz;1868;
09/08/2020;Total confirmados ;Córdoba;2114;
09/08/2020;Total confirmados ;Granada;3890;
09/08/2020;Total confirmados ;Huelva;615;
09/08/2020;Total confirmados ;Jaén;2136;
09/08/2020;Total confirmados ;Málaga;5623;
09/08/2020;Total confirmados ;Sevilla;3634;
09/08/2020;Hospitalizados;Andalucía;6573;
09/08/2020;Hospitalizados;Almería;348;
09/08/2020;Hospitalizados;Cádiz;618;
09/08/2020;Hospitalizados;Córdoba;573;
09/08/2020;Hospitalizados;Granada;1247;
09/08/2020;Hospitalizados;Huelva;227;
09/08/2020;Hospitalizados;Jaén;791;
09/08/2020;Hospitalizados;Málaga;1547;
09/08/2020;Hospitalizados;Sevilla;1222;
09/08/2020;Total UCI;Andalucía;797;
09/08/2020;Total UCI;Almería;53;
09/08/2020;Total UCI;Cádiz;84;
09/08/2020;Total UCI;Córdoba;78;
09/08/2020;Total UCI;Granada;140;
09/08/2020;Total UCI;Huelva;32;
09/08/2020;Total UCI;Jaén;92;
09/08/2020;Total UCI;Málaga;165;
09/08/2020;Total UCI;Sevilla;153;
09/08/2020;Fallecidos;Andalucía;1457;
09/08/2020;Fallecidos;Almería;55;
09/08/2020;Fallecidos;Cádiz;174;
09/08/2020;Fallecidos;Córdoba;117;
09/08/2020;Fallecidos;Granada;290;
09/08/2020;Fallecidos;Huelva;50;
09/08/2020;Fallecidos;Jaén;192;
09/08/2020;Fallecidos;Málaga;289;
09/08/2020;Fallecidos;Sevilla;290;
09/08/2020;Curados;Andalucía;16618;
09/08/2020;Curados;Almería;1198;
09/08/2020;Curados;Cádiz;1462;
09/08/2020;Curados;Córdoba;1731;
09/08/2020;Curados;Granada;2986;
09/08/2020;Curados;Huelva;492;
09/08/2020;Curados;Jaén;1802;
09/08/2020;Curados;Málaga;4046;
09/08/2020;Curados;Sevilla;2901;
08/08/2020;Confirmados PDIA;Andalucía;16967;
08/08/2020;Confirmados PDIA;Almería;1878;
08/08/2020;Confirmados PDIA;Cádiz;1528;
08/08/2020;Confirmados PDIA;Córdoba;1697;
08/08/2020;Confirmados PDIA;Granada;3071;
08/08/2020;Confirmados PDIA;Huelva;480;
08/08/2020;Confirmados PDIA;Jaén;1627;
08/08/2020;Confirmados PDIA;Málaga;3765;
08/08/2020;Confirmados PDIA;Sevilla;2921;
08/08/2020;Aumento;Andalucía;344;
08/08/2020;Aumento;Almería;114;
08/08/2020;Aumento;Cádiz;18;
08/08/2020;Aumento;Córdoba;18;
08/08/2020;Aumento;Granada;29;
08/08/2020;Aumento;Huelva;3;
08/08/2020;Aumento;Jaén;46;
08/08/2020;Aumento;Málaga;68;
08/08/2020;Aumento;Sevilla;48;
08/08/2020;Confirmados PDIA 14 días;Andalucía;2452;
08/08/2020;Confirmados PDIA 14 días;Almería;848;
08/08/2020;Confirmados PDIA 14 días;Cádiz;169;
08/08/2020;Confirmados PDIA 14 días;Córdoba;208;
08/08/2020;Confirmados PDIA 14 días;Granada;183;
08/08/2020;Confirmados PDIA 14 días;Huelva;47;
08/08/2020;Confirmados PDIA 14 días;Jaén;108;
08/08/2020;Confirmados PDIA 14 días;Málaga;585;
08/08/2020;Confirmados PDIA 14 días;Sevilla;304;
08/08/2020;Confirmados PDIA 7 días;Andalucía;1516;
08/08/2020;Confirmados PDIA 7 días;Almería;545;
08/08/2020;Confirmados PDIA 7 días;Cádiz;106;
08/08/2020;Confirmados PDIA 7 días;Córdoba;104;
08/08/2020;Confirmados PDIA 7 días;Granada;113;
08/08/2020;Confirmados PDIA 7 días;Huelva;20;
08/08/2020;Confirmados PDIA 7 días;Jaén;89;
08/08/2020;Confirmados PDIA 7 días;Málaga;362;
08/08/2020;Confirmados PDIA 7 días;Sevilla;177;
08/08/2020;Total confirmados ;Andalucía;21844;
08/08/2020;Total confirmados ;Almería;2151;
08/08/2020;Total confirmados ;Cádiz;1851;
08/08/2020;Total confirmados ;Córdoba;2099;
08/08/2020;Total confirmados ;Granada;3876;
08/08/2020;Total confirmados ;Huelva;606;
08/08/2020;Total confirmados ;Jaén;2124;
08/08/2020;Total confirmados ;Málaga;5543;
08/08/2020;Total confirmados ;Sevilla;3594;
08/08/2020;Hospitalizados;Andalucía;6568;
08/08/2020;Hospitalizados;Almería;345;
08/08/2020;Hospitalizados;Cádiz;617;
08/08/2020;Hospitalizados;Córdoba;573;
08/08/2020;Hospitalizados;Granada;1246;
08/08/2020;Hospitalizados;Huelva;227;
08/08/2020;Hospitalizados;Jaén;791;
08/08/2020;Hospitalizados;Málaga;1547;
08/08/2020;Hospitalizados;Sevilla;1222;
08/08/2020;Total UCI;Andalucía;797;
08/08/2020;Total UCI;Almería;53;
08/08/2020;Total UCI;Cádiz;84;
08/08/2020;Total UCI;Córdoba;78;
08/08/2020;Total UCI;Granada;140;
08/08/2020;Total UCI;Huelva;32;
08/08/2020;Total UCI;Jaén;92;
08/08/2020;Total UCI;Málaga;165;
08/08/2020;Total UCI;Sevilla;153;
08/08/2020;Fallecidos;Andalucía;1455;
08/08/2020;Fallecidos;Almería;53;
08/08/2020;Fallecidos;Cádiz;174;
08/08/2020;Fallecidos;Córdoba;117;
08/08/2020;Fallecidos;Granada;290;
08/08/2020;Fallecidos;Huelva;50;
08/08/2020;Fallecidos;Jaén;192;
08/08/2020;Fallecidos;Málaga;289;
08/08/2020;Fallecidos;Sevilla;290;
08/08/2020;Curados;Andalucía;16613;
08/08/2020;Curados;Almería;1195;
08/08/2020;Curados;Cádiz;1462;
08/08/2020;Curados;Córdoba;1731;
08/08/2020;Curados;Granada;2984;
08/08/2020;Curados;Huelva;492;
08/08/2020;Curados;Jaén;1802;
08/08/2020;Curados;Málaga;4046;
08/08/2020;Curados;Sevilla;2901;
07/08/2020;Confirmados PDIA;Andalucía;16623;
07/08/2020;Confirmados PDIA;Almería;1764;
07/08/2020;Confirmados PDIA;Cádiz;1510;
07/08/2020;Confirmados PDIA;Córdoba;1679;
07/08/2020;Confirmados PDIA;Granada;3042;
07/08/2020;Confirmados PDIA;Huelva;477;
07/08/2020;Confirmados PDIA;Jaén;1581;
07/08/2020;Confirmados PDIA;Málaga;3697;
07/08/2020;Confirmados PDIA;Sevilla;2873;
07/08/2020;Aumento;Andalucía;309;
07/08/2020;Aumento;Almería;112;
07/08/2020;Aumento;Cádiz;27;
07/08/2020;Aumento;Córdoba;23;
07/08/2020;Aumento;Granada;23;
07/08/2020;Aumento;Huelva;6;
07/08/2020;Aumento;Jaén;7;
07/08/2020;Aumento;Málaga;85;
07/08/2020;Aumento;Sevilla;26;
07/08/2020;Confirmados PDIA 14 días;Andalucía;2242;
07/08/2020;Confirmados PDIA 14 días;Almería;772;
07/08/2020;Confirmados PDIA 14 días;Cádiz;155;
07/08/2020;Confirmados PDIA 14 días;Córdoba;195;
07/08/2020;Confirmados PDIA 14 días;Granada;167;
07/08/2020;Confirmados PDIA 14 días;Huelva;48;
07/08/2020;Confirmados PDIA 14 días;Jaén;65;
07/08/2020;Confirmados PDIA 14 días;Málaga;539;
07/08/2020;Confirmados PDIA 14 días;Sevilla;301;
07/08/2020;Confirmados PDIA 7 días;Andalucía;1417;
07/08/2020;Confirmados PDIA 7 días;Almería;498;
07/08/2020;Confirmados PDIA 7 días;Cádiz;117;
07/08/2020;Confirmados PDIA 7 días;Córdoba;115;
07/08/2020;Confirmados PDIA 7 días;Granada;95;
07/08/2020;Confirmados PDIA 7 días;Huelva;26;
07/08/2020;Confirmados PDIA 7 días;Jaén;54;
07/08/2020;Confirmados PDIA 7 días;Málaga;360;
07/08/2020;Confirmados PDIA 7 días;Sevilla;152;
07/08/2020;Total confirmados ;Andalucía;21500;
07/08/2020;Total confirmados ;Almería;2037;
07/08/2020;Total confirmados ;Cádiz;1833;
07/08/2020;Total confirmados ;Córdoba;2081;
07/08/2020;Total confirmados ;Granada;3847;
07/08/2020;Total confirmados ;Huelva;603;
07/08/2020;Total confirmados ;Jaén;2078;
07/08/2020;Total confirmados ;Málaga;5475;
07/08/2020;Total confirmados ;Sevilla;3546;
07/08/2020;Hospitalizados;Andalucía;6557;
07/08/2020;Hospitalizados;Almería;339;
07/08/2020;Hospitalizados;Cádiz;616;
07/08/2020;Hospitalizados;Córdoba;573;
07/08/2020;Hospitalizados;Granada;1245;
07/08/2020;Hospitalizados;Huelva;227;
07/08/2020;Hospitalizados;Jaén;789;
07/08/2020;Hospitalizados;Málaga;1547;
07/08/2020;Hospitalizados;Sevilla;1221;
07/08/2020;Total UCI;Andalucía;796;
07/08/2020;Total UCI;Almería;52;
07/08/2020;Total UCI;Cádiz;84;
07/08/2020;Total UCI;Córdoba;78;
07/08/2020;Total UCI;Granada;140;
07/08/2020;Total UCI;Huelva;32;
07/08/2020;Total UCI;Jaén;92;
07/08/2020;Total UCI;Málaga;165;
07/08/2020;Total UCI;Sevilla;153;
07/08/2020;Fallecidos;Andalucía;1452;
07/08/2020;Fallecidos;Almería;53;
07/08/2020;Fallecidos;Cádiz;173;
07/08/2020;Fallecidos;Córdoba;117;
07/08/2020;Fallecidos;Granada;288;
07/08/2020;Fallecidos;Huelva;50;
07/08/2020;Fallecidos;Jaén;192;
07/08/2020;Fallecidos;Málaga;289;
07/08/2020;Fallecidos;Sevilla;290;
07/08/2020;Curados;Andalucía;16514;
07/08/2020;Curados;Almería;1193;
07/08/2020;Curados;Cádiz;1461;
07/08/2020;Curados;Córdoba;1650;
07/08/2020;Curados;Granada;2983;
07/08/2020;Curados;Huelva;492;
07/08/2020;Curados;Jaén;1802;
07/08/2020;Curados;Málaga;4046;
07/08/2020;Curados;Sevilla;2887;
06/08/2020;Confirmados PDIA;Andalucía;16314;
06/08/2020;Confirmados PDIA;Almería;1652;
06/08/2020;Confirmados PDIA;Cádiz;1483;
06/08/2020;Confirmados PDIA;Córdoba;1656;
06/08/2020;Confirmados PDIA;Granada;3019;
06/08/2020;Confirmados PDIA;Huelva;471;
06/08/2020;Confirmados PDIA;Jaén;1574;
06/08/2020;Confirmados PDIA;Málaga;3612;
06/08/2020;Confirmados PDIA;Sevilla;2847;
06/08/2020;Aumento;Andalucía;316;
06/08/2020;Aumento;Almería;105;
06/08/2020;Aumento;Cádiz;24;
06/08/2020;Aumento;Córdoba;13;
06/08/2020;Aumento;Granada;18;
06/08/2020;Aumento;Huelva;4;
06/08/2020;Aumento;Jaén;25;
06/08/2020;Aumento;Málaga;96;
06/08/2020;Aumento;Sevilla;31;
06/08/2020;Confirmados PDIA 14 días;Andalucía;2030;
06/08/2020;Confirmados PDIA 14 días;Almería;703;
06/08/2020;Confirmados PDIA 14 días;Cádiz;129;
06/08/2020;Confirmados PDIA 14 días;Córdoba;178;
06/08/2020;Confirmados PDIA 14 días;Granada;157;
06/08/2020;Confirmados PDIA 14 días;Huelva;43;
06/08/2020;Confirmados PDIA 14 días;Jaén;64;
06/08/2020;Confirmados PDIA 14 días;Málaga;471;
06/08/2020;Confirmados PDIA 14 días;Sevilla;285;
06/08/2020;Confirmados PDIA 7 días;Andalucía;1308;
06/08/2020;Confirmados PDIA 7 días;Almería;470;
06/08/2020;Confirmados PDIA 7 días;Cádiz;101;
06/08/2020;Confirmados PDIA 7 días;Córdoba;127;
06/08/2020;Confirmados PDIA 7 días;Granada;92;
06/08/2020;Confirmados PDIA 7 días;Huelva;27;
06/08/2020;Confirmados PDIA 7 días;Jaén;47;
06/08/2020;Confirmados PDIA 7 días;Málaga;300;
06/08/2020;Confirmados PDIA 7 días;Sevilla;144;
06/08/2020;Total confirmados ;Andalucía;21193;
06/08/2020;Total confirmados ;Almería;1925;
06/08/2020;Total confirmados ;Cádiz;1806;
06/08/2020;Total confirmados ;Córdoba;2058;
06/08/2020;Total confirmados ;Granada;3825;
06/08/2020;Total confirmados ;Huelva;597;
06/08/2020;Total confirmados ;Jaén;2071;
06/08/2020;Total confirmados ;Málaga;5391;
06/08/2020;Total confirmados ;Sevilla;3520;
06/08/2020;Hospitalizados;Andalucía;6546;
06/08/2020;Hospitalizados;Almería;334;
06/08/2020;Hospitalizados;Cádiz;615;
06/08/2020;Hospitalizados;Córdoba;573;
06/08/2020;Hospitalizados;Granada;1244;
06/08/2020;Hospitalizados;Huelva;226;
06/08/2020;Hospitalizados;Jaén;789;
06/08/2020;Hospitalizados;Málaga;1545;
06/08/2020;Hospitalizados;Sevilla;1220;
06/08/2020;Total UCI;Andalucía;795;
06/08/2020;Total UCI;Almería;52;
06/08/2020;Total UCI;Cádiz;84;
06/08/2020;Total UCI;Córdoba;78;
06/08/2020;Total UCI;Granada;140;
06/08/2020;Total UCI;Huelva;31;
06/08/2020;Total UCI;Jaén;92;
06/08/2020;Total UCI;Málaga;165;
06/08/2020;Total UCI;Sevilla;153;
06/08/2020;Fallecidos;Andalucía;1452;
06/08/2020;Fallecidos;Almería;53;
06/08/2020;Fallecidos;Cádiz;173;
06/08/2020;Fallecidos;Córdoba;117;
06/08/2020;Fallecidos;Granada;288;
06/08/2020;Fallecidos;Huelva;50;
06/08/2020;Fallecidos;Jaén;192;
06/08/2020;Fallecidos;Málaga;289;
06/08/2020;Fallecidos;Sevilla;290;
06/08/2020;Curados;Andalucía;16491;
06/08/2020;Curados;Almería;1171;
06/08/2020;Curados;Cádiz;1461;
06/08/2020;Curados;Córdoba;1650;
06/08/2020;Curados;Granada;2983;
06/08/2020;Curados;Huelva;492;
06/08/2020;Curados;Jaén;1802;
06/08/2020;Curados;Málaga;4045;
06/08/2020;Curados;Sevilla;2887;
05/08/2020;Confirmados PDIA;Andalucía;15998;
05/08/2020;Confirmados PDIA;Almería;1547;
05/08/2020;Confirmados PDIA;Cádiz;1459;
05/08/2020;Confirmados PDIA;Córdoba;1643;
05/08/2020;Confirmados PDIA;Granada;3001;
05/08/2020;Confirmados PDIA;Huelva;467;
05/08/2020;Confirmados PDIA;Jaén;1549;
05/08/2020;Confirmados PDIA;Málaga;3516;
05/08/2020;Confirmados PDIA;Sevilla;2816;
05/08/2020;Aumento;Andalucía;178;
05/08/2020;Aumento;Almería;74;
05/08/2020;Aumento;Cádiz;13;
05/08/2020;Aumento;Córdoba;8;
05/08/2020;Aumento;Granada;11;
05/08/2020;Aumento;Huelva;2;
05/08/2020;Aumento;Jaén;2;
05/08/2020;Aumento;Málaga;36;
05/08/2020;Aumento;Sevilla;32;
05/08/2020;Confirmados PDIA 14 días;Andalucía;1797;
05/08/2020;Confirmados PDIA 14 días;Almería;621;
05/08/2020;Confirmados PDIA 14 días;Cádiz;107;
05/08/2020;Confirmados PDIA 14 días;Córdoba;174;
05/08/2020;Confirmados PDIA 14 días;Granada;161;
05/08/2020;Confirmados PDIA 14 días;Huelva;41;
05/08/2020;Confirmados PDIA 14 días;Jaén;39;
05/08/2020;Confirmados PDIA 14 días;Málaga;389;
05/08/2020;Confirmados PDIA 14 días;Sevilla;265;
05/08/2020;Confirmados PDIA 7 días;Andalucía;1139;
05/08/2020;Confirmados PDIA 7 días;Almería;400;
05/08/2020;Confirmados PDIA 7 días;Cádiz;85;
05/08/2020;Confirmados PDIA 7 días;Córdoba;130;
05/08/2020;Confirmados PDIA 7 días;Granada;80;
05/08/2020;Confirmados PDIA 7 días;Huelva;25;
05/08/2020;Confirmados PDIA 7 días;Jaén;26;
05/08/2020;Confirmados PDIA 7 días;Málaga;251;
05/08/2020;Confirmados PDIA 7 días;Sevilla;142;
